id,question,level_1_knowledge,level_2_knowledge,level_3_knowledge,level_4_knowledge,level_5_knowledge,level_6_knowledge,level_7_knowledge,level_8_knowledge,level_9_knowledge
3122,比较大小：3?　???7^1/2　（填写“$＜$”或“$＞$”）,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101040000
3123,如图5，一根垂直于地面的旗杆在离地面$5m$的$B$处撕裂折断，旗杆顶部落在离旗杆底部$12m$的$A$处，则旗杆折断部分$AB$的高度是?　??????　,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101030000
3124,如果一个正数的平方根是$a+3$及$2a﹣15$，那么这个正数是,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3125,如图6，图中所有四边形都是正方形，所有三角形都是直角三角形，其中最大的正方形的边长为$5cm$，则正方形$A$、$B$、$C$、$D$的面积和是?　?????　$cm2$．,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101080000
3126,课本中有这样一句话：“利用勾股定理可以作出$2^1/2$，$3^1/2$，……的线段（如图7）．”即$OA＝1$，过$A$作$AA1⊥OA$且$AA1＝1$，根据勾股定理，得$OA1＝2^1/2$；再过$A1$作$A1A2⊥OA1$且$A1A2＝1$，得$OA2＝3^1/2$；……以此类推，得$OA5$＝　,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3127,如图，在离水面高度为8米的岸上，有人用绳子拉船靠岸，开始时绳子$BC$的长为17米，几分钟后船到达点$D$的位置，此时绳子$CD$的长为10米。,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101080000
3128,如图，方格中小正方形的边长为1，$△ABC$的三个顶点都在格点（网格线的交点）上．,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000
3129,如图，点$C$处的居民楼与马路上的$A$点和$B$点分别相距30米和40米，$AB=50米$，当居民楼与马路上行驶的汽车的距离在25米内时就会受到噪音污染。,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101080000
3130,如图，在$Rt△ABC$中，$∠C＝90°$，$AB＝10cm$，$AC＝6cm$，动点$P$从点$B$出发沿射线$BC$以$2cm/s$的速度移动，设运动的时间为$t$秒．,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101020000
3131,下列各数中，是无理数的是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3132,在-8、3、0.3070809、22/7四个数中，属于无理数的是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3133,下列数中，哪一个是无理数（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3134,对于2^1/2，下列说法错误的是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101040000
3135,下列各组数中，不能构成直角三角形的是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3136,下列各组数据中的三个数，可作为三边长构成直角三角形的是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3137,下列各组数中，不能作为直角三角形三边长度的是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3138,已知$△ABC$中，$a$、$b$、$c$分别是$∠A$、$∠B$、$∠C$的对边，下列条件中不能判断$△ABC$是直角三角形的是（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3139,"如图，在四边形$ABCD$中，$∠DAB=∠BCD=90°$，分别以四边形$ABCD$的四条边为边向外作四个正方形，面积分别为$a$,$b$,$c$,$d$.若$a=2$，$b+c=10$，则$d$为（　　）",029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101080000
3140,"如图，$Rt△ABC$中，$∠ABC=90°$，若$AB=9cm$,则正方形$ACDE$和正方形$BCGF$的面积差为（　　）",029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101080000
3141,如图所示，在$△ABC$中，$∠ACB=90°$，分别以$AB$、$BC$、$AC$为边向外作正方形，若三个正方形的面积分别为225、400、$S$，则$S$的值为（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101080000
3142,如图，在$△ABC$中，$∠BAC=90°$，$BC=5$，以$AB$，$AC$为边作正方形，这两个正方形的面积和为（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101080000
3143,25的算术平方根是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3144,9^1/2的算术平方根是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3145,下列说法正确的是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3146,81^1/2的算术平方根为（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101020000
3147,估计10-21^1/2的值应在（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3148,如图，数轴上表示5^1/2-1的点应在（　　）?,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101010000
3149,估算40^1/2的值（　　）,029210100000000,029210101000000,029210101050000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3150,$a$为正整数，且$a＜14^1/2＜a+1$，则$a$的值为（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3151,如图，在$△ABC$中，$AB=AC=10$，$BC=12$，$AD$平分$∠BAC$，则$AD$等于（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101040000
3152,如图，在$△ABC$中，$AB=AC=5$，$BC=6$，$D$是$BC$的中点，则$AD$的长为（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101040000
3153,一个直角三角形的两直角边长分别为5和12，则它斜边上的高长为（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3154,如图，已知$∠C=90°$，$AB=12$，$BC=3$，$CD=4$，$∠ABD=90°$，则$AD$=（　　）,029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101010000
3155,"如图，圆柱形玻璃容器高$18cm$,底面圆的周长为$48cm$,在外侧底部点$A$处有一蜘蛛，与蜘蛛相对的圆柱形容器的上口外侧顶端的点$B$处有一只苍蝇，则蜘蛛捕获苍蝇所走的最短路线长度（　　）",029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101020000
3156,"如图，小冰想用一条彩带缠绕圆柱4圈，正好从$A$点绕到正上方的$B$点，已知圆柱底面周长是$3m$,高为$16m$,则所需彩带最短是（　　）$m$.",029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101020000
3157,如图，有一个棱长为$1m$的正方体纸盒，一只昆虫在盒子表面从顶点$A$爬到顶点$B$，这只昆虫爬行的最短路线的长是（　　）,029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101020000
3158,"一只蚂蚁从长为$2cm$,宽为$1cm$,高是$4cm$的长方体纸箱的$A$点沿纸箱爬到$B$点，那么它所行的最短路线的长是（　　）",029210100000000,029210101000000,029210101040000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101020000
3159,"如图，小明和小华同时从$P$处分别向北偏东60°和南偏东30°方向出发，他们的速度分别是$3m/s$和$4m/s$,则$10s$后他们之间的距离为（　　）",029210100000000,029210101000000,029210101080000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101020000
3160,把5米长的梯子斜靠在墙上，若梯子底端离墙4米，则梯子顶端到离地面（　　）,029210100000000,029210101000000,029210101010000,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101020000
3161,如图，有两棵树，一棵高10米，另一棵高4米，两树相距8米．一只鸟从一棵树的树梢飞到另一棵树的树梢，问小鸟至少飞行（　　）,029210100000000,029210101000000,029210101030000,029210100000000,029210101000000,029210101020000,029210100000000,029210101000000,029210101080000
